track_id,type,traveled_d,avg_speed,length,width
323,Taxi,247.46,26.20164,5,2
324,Car,231.88,11.594114,5,2
325,Motorcycle,457.01,35.305571,2.5,1
326,Car,246.39,25.343023,5,2
327,Motorcycle,443.84,38.225042,2.5,1
328,Car,227.14,11.549265,5,2
329,Car,476.04,28.850915,5,2
330,Medium Vehicle,468.31,30.877751,5.83,2.67
331,Taxi,247.65,25.043203,5,2
333,Car,452.62,35.577148,5,2
334,Bus,454.65,33.402665,12.5,4
335,Medium Vehicle,479.52,33.325627,5.83,2.67
336,Motorcycle,468.36,39.579341,2.5,1
337,Car,249.29,25.788783,5,2
338,Car,468.48,20.617711,5,2
339,Taxi,247.26,15.561607,5,2
340,Taxi,451.2,23.007323,5,2
341,Taxi,328.55,11.573099,5,2
342,Car,468.68,35.595801,5,2
343,Motorcycle,342.77,15.860655,2.5,1
344,Car,458.31,21.824064,5,2
345,Taxi,452.92,22.836343,5,2
346,Motorcycle,476.61,37.299734,2.5,1
347,Car,354.67,22.244368,5,2
348,Motorcycle,444.64,25.247588,2.5,1
349,Car,382.98,18.334275,5,2
350,Car,245.68,15.626548,5,2
351,Car,449.08,23.430273,5,2
352,Car,412.02,19.619856,5,2
353,Taxi,216.87,9.983953,5,2
354,Taxi,246.76,14.145504,5,2
355,Car,473.82,22.444046,5,2
356,Car,124.2,19.272677,5,2
357,Car,226.53,14.207192,5,2
359,Car,68.56,10.825735,5,2
360,Motorcycle,195.51,24.609745,2.5,1
361,Car,216.76,13.226071,5,2
362,Car,31.75,11.663248,5,2
363,Car,230.74,11.410303,5,2
364,Car,473.8,30.677422,5,2
365,Car,127.37,17.109829,5,2
366,Car,174.82,10.216905,5,2
367,Taxi,324.67,4.69026,5,2
368,Car,48.25,15.508348,5,2
369,Car,208.17,13.826956,5,2
370,Car,447.37,31.703159,5,2
371,Car,184.78,11.198676,5,2
372,Taxi,246.98,11.698878,5,2
373,Motorcycle,45.11,15.919648,2.5,1
374,Motorcycle,318.85,15.898432,2.5,1
375,Car,351.59,18.291011,5,2
376,Car,127.2,18.171392,5,2
377,Car,447.43,40.675449,5,2
378,Motorcycle,229.15,16.367924,2.5,1
379,Motorcycle,341.81,16.022136,2.5,1
380,Car,447.45,37.460906,5,2
381,Taxi,448.56,38.084949,5,2
382,Taxi,466.51,40.370812,5,2
383,Car,210.86,15.429134,5,2
384,Car,459.14,36.894864,5,2
